 t_index                      term   df
    5392                   horrifi    5
    5393                    horror    3
    5394                      hors    6
    5395                    horsch    1
    5396                 horseback    3
    5397                      hose    9
    5398                     hosni    6
    5399                    hospit   88
    5400                      hoss    1
    5401                      host   22
    5402                    hostag   29
    5403                hostagetak    2
    5404                    hostil   15
    5405                   hostnat    3
    5406                       hot   13
    5407                      hotb    2
    5408                 hotbutton    1
    5409                     hotel   69
    5410                    hoteol    1
    5411                   hothead    2
    5412                     hotli    9
    5413                     hound    2
    5414           houphouetboigni    6
    5415                      hour  263
    5416                hourbyhour    1
    5417                     houri    1
    5418                    hourli    1
    5419                  hourlong    3
    5420                      hous  293
    5421                 household    3
    5422                 housekeep    1
    5423                    housew    2
    5424                  housewif    1
    5425                   houston   11
    5426                houstonbas    1
    5427                     hover    6
    5428                    howard   14
    5429                     howev  124
    5430                    hrbati   16
    5431                    huaman    2
    5432                     huang    1
    5433                       hub    4
    5434                   hubbard    1
    5435                    hubbel    8
    5436                     hubbl    1
    5437                     huber    2
    5438                    hubert    5
    5439                   huckabe    1
    5440                     huddl    7
    5441                    hudson    2
    5442                       hue    1
    5443                      huff    1
    5444                huffington    3
    5445                   huffman    1
    5446                       hug   14
    5447                      huge   77
    5448                      hugh    2
    5449                      hugo    1
    5450                       huh    3
    5451                      hulk    2
    5452                      hull   77
    5453                   hullryd    1
    5454                     human   60
    5455              humanitarian   31
    5456                     humbl    7
    5457                   humbler    1
    5458                     humid    3
    5459                     humil    2
    5460                    humili   10
    5461                     humor    2
    5462                  humphrey    2
    5463                     hunch    2
    5464                     hundr  120
    5465                      hung   12
    5466                   hungari    3
    5467                    hunger    3
    5468                    hungri   11
    5469                      hunt   23
    5470                     hunta    1
    5471                    hunter   11
    5472                  huntsvil    1
    5473                     hurdl    4
    5474                      hurl    8
    5475                    hurrah    1
    5476                     hurri    4
    5477                  hurrican    6
    5478                      hurt   37
    5479                   hurtado    1
    5480                  husarova    2
    5481                   husband   72
    5482                      hush    1
    5483                     huski    2
    5484                   hussain    1
    5485                    hussan    1
    5486                   hussein    8
    5487                   hussian    1
    5488                       hut    1
    5489                hutchinson    2
    5490                 hutchison    5
    5491                       hwa    1
    5492                 hyderabad    3
    5493                     hydra    1
    5494                     hyena    2
    5495                    hygien    1
    5496                    hymlek    1
    5497                      hymn    4
    5498                      hype    3
    5499                 hyperinfl    7
    5500               hypothermia    2
    5501                  hypothet    6
    5502                    hyster    2
    5503                  hysteria    1
    5504                       ian    4
    5505                      iant    1
    5506             iberoamerican    5
    5507                   ibrahim    2
    5508                       ice    3
    5509                   iceberg    1
    5510                       icg    1
    5511                       ick    2
    5512                       icn    1
    5513                      icon    5
    5514                        id    1
    5515                       ida    2
    5516                     idaho    3
    5517                      idea   41
    5518                     ideal   12
    5519                     ident   31
    5520                   identif   23
    5521                  identifi   96
    5522                   ideolog   10
    5523                  ideologu    1
    5524                      idyl    3
    5525                   ignacio    4
    5526                     ignit    1
    5527                  ignomini    4
    5528                     ignor   22
    5529                      igor   26
    5530                     iiera    5
    5531                       iii    9
    5532                       ili    4
    5533                      ilic    2
    5534                     ilija    1
    5535                       ilk    1
    5536                       ill   47
    5537                  illadvis    1
    5538                 illconsid    1
    5539                     illeg   44
    5540                 illegitim    7
    5541                    illfat    1
    5542                   illicit   10
    5543                   illinoi    5
    5544                 illprepar    1
    5545                   illumin    1
    5546                     illus    3
    5547                   illustr    9
    5548                  illustri    2
    5549                      ilya    9
    5550                      imag   28
    5551                    imagin   27
    5552                      imam    2
    5553                     imbal    1
    5554                      imbu    1
    5555                       imf    2
    5556                 imlegitim    1
    5557                   immacul    1
    5558                    immedi  124
    5559                    immens    3
    5560                    immers    1
    5561                    immigr   29
    5562                     immin    5
    5563                   immobil    2
    5564                     immor    1
    5565                     immun    2
    5566                       imp    1
    5567                    impact   33
    5568                   imparti    5
    5569                    impass    6
    5570                    impati    3
    5571                   impeach   21
    5572                    impecc    2
    5573                     imped    3
    5574                    impedi    1
    5575                   impeech    1
    5576                    impend    3
    5577                  impenetr    1
    5578                     imper    1
    5579                 impercept    1
    5580                 imperfect    2
    5581                    imperi    2
    5582               imperialist    4
    5583                  imperson    3
    5584                    impetu    2
    5585                    impich    1
    5586                 implement   10
    5587                     impli    5
    5588                    implic   14
    5589                  implicit    2
    5590                    implod    1
    5591                    implor    2
    5592                  imponder    1
    5593                    import  137
    5594               importantli    2
    5595              importexport    1
    5596                     impos   31
    5597                    imposs   37
    5598                     impot    1
    5599                impoverish   17
    5600                   impract    1
    5601                   impress   18
    5602                imprimatur    1
    5603                  imprison   12
    5604                    improb    3
    5605                 impromptu    2
    5606                    improp    3
    5607                improperli    1
    5608               improprieti    1
    5609                    improv   59
    5610                  improvis    3
    5611                    impuls    2
    5612                     impun    3
    5613                     inabl    9
    5614                  inaccess    3
    5615                   inaccur    4
    5616                     inact    1
    5617                   inadequ    7
    5618                inadequaci    1
    5619                  inadvert    1
    5620                inappropri    9
    5621                   inaugur   26
    5622                       inc    2
    5623                     incap    2
    5624                   incapac   15
    5625                  incarcer    4
    5626                     incas    1
    5627                    incens    3
    5628                    incent    5
    5629                  incerlik    1
    5630                      inch   12
    5631                    inchon    1
    5632                     incid   47
    5633                  incident    1
    5634                  incirlik    2
    5635                     incit    7
    5636                    inclin    4
    5637                    includ  293
    5638                    inclus    4
    5639                     incom   13
    5640                  incompat    2
    5641                  incompet    1
    5642                 incomplet    6
    5643              incomprehens    1
    5644                 inconceiv    2
    5645                 inconclus    3
    5646                 incorrect    2
    5647               incorrectli    1
    5648                 incountri    1
    5649                   increas   42
    5650              increasingli   30
    5651                    incred   19
    5652                  incredul    1
    5653                  incrimin    3
    5654                     incub    1
    5655                    incumb   30
    5656                       ind    2
    5657                      inde   26
    5658                   indecis    3
    5659                  indefens    1
    5660                 indefinit   14
    5661                  independ   96
    5662                   indepth    1
    5663                     index    1
    5664                     india   68
    5665                    indian   49
    5666                   indiana    5
    5667            indianamerican    1
    5668                     indic   79
    5669                    indict   47
    5670                  indiffer    2
    5671                    indign    7
    5672                  indirect    1
    5673                indirectli    4
    5674                 indiscret    1
    5675                 indispens    1
    5676                     indit    3
    5677                  individu   35
    5678              indoamerican    1
    5679                 indochina    2
    5680                 indonesia    9
    5681                indonesian    1
    5682                    indoor    6
    5683                     induc    2
    5684                    induct    1
    5685                   inducte    1
    5686                    indulg    1
    5687                  industri   28
    5688                  ineffect    5
    5689                 ineffectu    2
    5690                  ineffici    2
    5691                    inelig    1
    5692                     inequ    1
    5693                   inescap    2
    5694                    inevit   15
    5695                   inexcus    2
    5696                  inexpens    1
    5697                  inexplic    1
    5698                     infam    2
    5699                    infanc    1
    5700                    infant    8
    5701                    infect    6
    5702                    infest    2
    5703                   infight    3
    5704                   infiltr   10
    5705                    inflam    4
    5706                   inflamm    2
    5707                    inflat   19
    5708                   inflict   14
    5709                  influenc   46
    5710            influencepeddl    2
    5711                 influenti    8
    5712                    influx    1
    5713                    inform  163
    5714             infrastructur    3
    5715                    infuri    3
    5716                       ing    2
    5717                     ingal    3
    5718                    ingenu    1
    5719                    ingest    2
    5720                   inhabit    7
    5721                   inherit    4
    5722                   inhibit    2
    5723                      inim    1
    5724                   iniquit    1
    5725                     initi   93
    5726                    inject    8
    5727                     injur  159
    5728                    injuri   63
    5729                  injustic    2
    5730                       ink    1
    5731                      inkl    3
    5732                    inland    1
    5733                     inlay    1
    5734                     inmat   41
    5735                       inn    5
    5736                     innat    1
    5737                     inner   18
    5738                     innoc   30
    5739                    innocu    1
    5740                     innov    6
    5741                 innsbrook    2
    5742                   innumer    2
    5743                    inquir    1
    5744                   inquiri   30
    5745                  inquisit    3
    5746                inquisitor    1
    5747                    insati    1
    5748                    insect    1
    5749                   insecur    1
    5750                   insepar    1
    5751                    insert    3
    5752                     insid  124
    5753                   insight    1
    5754                    insinu    1
    5755                    insist   91
    5756                   inspect   13
    5757                 inspector   13
    5758                    inspir   10
    5759                    inspit    1
    5760                   instabl   14
    5761                    instal   26
    5762                   instanc   16
    5763                   instant    4
    5764                 instantan    2
    5765                 instantli   15
    5766                   instead   72
    5767                    instil    1
    5768                  instinct    5
    5769                  institut   75
    5770               institution    4
    5771                 instituto    1
    5772                  instruct   15
    5773                instrument   11
    5774               instrumentr    2
    5775                   insular    1
    5776                    insult    3
    5777                     insur   11
    5778                    insurg   17
    5779                insurmount    1
    5780                 insurrect    3
    5781                    intact    6
    5782                    integr    6
    5783                intellectu    5
    5784                  intellig  102
    5785          intelligencegath    2
    5786             intelligentia    1
    5787                    intend   49
    5788                    intens   29
    5789                 intensifi   15
    5790                    intent   33
    5791                     inter    1
    5792                  interact    2
    5793             interamerican    1
    5794                  interced    3
    5795                 intercept    6
    5796            intercontinent    1
    5797                 interdict    1
    5798                  interest  106
    5799                    interf    1
    5800                  interfax    8
    5801                  interfer    3
    5802                   interim   25
    5803                  interior   22
    5804              intermediari    2
    5805                intermingl    1
    5806                 intermitt    5
    5807                    intern  218
    5808                  internet   17
    5809            internetstream    1
    5810                 interpret    8
    5811                 interraci    1
    5812                  interrog   16
    5813                 interrupt   13
    5814                 intersect    4
    5815                   interst    2
    5816                 intertwin    3
    5817                    interv    1
    5818                  interven   17
    5819                 intervent   14
    5820                 interview  120
    5821                  intifada    1
    5822                     intim    1
    5823                   intimid    7
    5824                   intoler    2
    5825                     intox    6
    5826                 intransit    1
    5827                    intric    2
    5828                 intricaci    1
    5829                   intrigu    5
    5830                  introduc   14
    5831                 introduct    2
    5832              introductori    1
    5833                introspect    1
    5834                    intrus    1
    5835                     intyr    2
    5836                     inund    2
    5837                     invad    2
    5838                   invalid    7
    5839                     invas    5
    5840                    invent    7
    5841                 invertedv    1
    5842                    invest   34
    5843               investbanka    1
    5844                  investig  279
    5845                investigat    1
    5846                  investor   16
    5847                   invigor    1
    5848                    invinc    2
    5849                    inviol    1
    5850                     invit   26
    5851                     invok    1
    5852                    involv  137
    5853                    inward    2
    5854                      iowa   11
    5855                       ipd    1
    5856                       ira    3
    5857                      iran   15
    5858                irancontra    1
    5859                   iranian    3
    5860               iranianback    2
    5861                  iraniraq    2
    5862                      iraq   24
    5863                     iraqi    7
    5864                  iraqiran    1
    5865                     irina    2
    5866                     irish    1
    5867                      iron   17
    5868                  ironfist   14
    5869                     ironi    1
    5870                     irrat    1
    5871                 irregular   17
    5872                   irrelev    2
    5873                 irrespons    3
    5874                  irrevers    4
    5875                   irrevoc    2
    5876                     irrit    1
    5877                       irv   24
    5878                   isabela    1
    5879                       ise    1
    5880                      isff    1
    5881                     isham    2
    5882                       isl    1
    5883                     islam   67
    5884                 islamabad    4
    5885              islamicmilit    1
    5886                  islamist    1
    5887                    island   23
    5888                    islyki    1
    5889                    ismael    3
    5890                      isnt   16
    5891                      isol   34
    5892              isolationist    1
    5893                      isra   40
    5894                    israel   72
    5895           israeliegyptian    1
    5896        israelipalestinian    9
    5897         israelpalestinian    1
    5898                      issu  161
    5899                   issuanc    3
    5900                  istanbul    1
    5901                     itali   11
    5902                   italian    5
    5903                  itartass    4
    5904                      itch    2
    5905                      item    7
    5906                       itf    1
    5907                    ithaca    2
    5908                    itiner    1
    5909                 itinerari    4
    5910                      itll    2
    5911                     itogi    2
    5912                       iva    6
    5913                      ivan    4
    5914                    ivanak    1
    5915                    ivanov   20
    5916                  ivashkov    1
    5917                       ive   56
    5918                       ivo    1
    5919                  ivoirian    6
    5920                   ivoirit    2
    5921                      ivon    2
    5922                     ivori   51
    5923                   ivorian   24
    5924               ivorianborn    3
    5925                       iwo    2
    5926                 izetbegov    1
    5927                        ja    1
    5928                      jaar    2
    5929                      jack   20
    5930                    jacket    6
    5931                  jackhamm    2
    5932                     jacki    4
    5933                   jackson    4
    5934                jacksonvil    2
    5935                     jacob    1
    5936                  jacobson    1
    5937                     jacqu    7
    5938                       jag    8
    5939            jagdishthandra    1
    5940                   jagland    3
    5941                       jai    1
    5942                      jail   55
    5943                 jailbreak    1
    5944                      jaim    5
    5945                   jaisalm    1
    5946                   jakarta    1
    5947                      jake   25
    5948                 jalpataua    5
    5949                       jam   13
    5950                     jamal    6
    5951                   jambiya    1
    5952                      jame   56
    5953                      jami    2
    5954                       jan   42
    5955                      jana    1
    5956                    janata    3
    5957                      jane    9
    5958                     janel    1
    5959                     janet   16
    5960                    janett    2
    5961                      jang    2
    5962                 jangonibi    1
    5963                    janiss    3
    5964                   janitor    1
    5965                    jankov    1
    5966                   januari   22
    5967                     japan   64
    5968                   japanes   36
    5969                    jarcob    1
    5970                     jason    1
    5971                  jauntier    1
    5972                    javier    7
    5973                       jay    3
    5974                  jayantil    1
    5975                      jayn    5
    5976                   jayshre    1
    5977             jaysukhlalani    1
    5978                    jazera    1
    5979                        jd    1
    5980                   jealous    1
    5981                      jean   50
    5982               jeanbaptist    1
    5983                     jeann    1
    5984                    jeanni    2
    5985                 jeanpierr    2
    5986                   jeanren    2
    5987                    jeanyv    1
    5988                       jeb    2
    5989                      jeep   11
    5990                    jeevan    1
    5991                      jeff    4
    5992                 jefferson   15
    5993                   jefford    2
    5994                  jehangir    1
    5995                    jelena    8
    5996                       jen    4
    5997                     jenna    2
    5998                     jenni    1
    5999                    jennif   44
    6000                   jeopard    1
    6001                  jeopardi    2
    6002                    jerica    1
    6003                      jerk    1
    6004                     jerom    3
    6005                     jerri    9
    6006                   jerrold    1
    6007                  jerryrig    1
    6008                    jersey   19
    6009                  jerudong    1
    6010                 jerusalem   10
    6011                      jess    2
    6012                     jessi    2
    6013                      jesu    2
    6014                       jet   19
    6015                    jethwa    1
    6016                       jew    5
    6017                     jewel    1
    6018                   jewelri    3
    6019                    jewish   12
    6020                    jhonni    1
    6021                     jiang    7
    6022                    jiddah    1
    6023                       jig    1
    6024                     jihad   20
    6025                    jihadi    1
    6026                  jihadist    2
    6027                       jim   51
    6028                      jima    2
    6029                     jimen    1
    6030                     jimmi   10
    6031                  jingqian    1
    6032                      jiri   11
    6033                     jiten    1
    6034                 jitsukawa    1
    6035                        jo    2
    6036                   joachim    1
    6037                      joan    4
    6038                       job  102
    6039                      jobe    1
    6040                   jobless    2
    6041                    jobrel    1
    6042               jochamowitz    2
    6043                    jockey    1
    6044                   jocular    1
    6045                      jodi    3
    6046                       joe    5
    6047                      joel    1
    6048                     joerg    1
    6049                       jog    1
    6050                    johann    1
    6051                 johansson    3
    6052                      john  135
    6053                     johnn    1
    6054                    johnni    1
    6055                   johnson   14
    6056                      join  117
    6057                     joint   31
    6058                   jointli    1
    6059                      joke   16
    6060                      jolt    8
    6061                       jon   14
    6062                  jonathan   12
    6063                      jone   13
    6064                      jong    2
    6065                    jordan   11
    6066                 jordanian    4
    6067                      jorg    3
    6068                   joschka    2
    6069                      jose   16
    6070                    joseph   43
    6071                      josh    1
    6072                     joshi    1
    6073                    joshua    3
    6074                     josip    1
    6075                    jospin    1
    6076                     jostl    2
    6077                journalist   37
    6078                   journey   19
    6079                 journeyni    1
    6080                     joust    2
    6081                   jovanov    1
    6082                     jovic    1
    6083                       joy   12
    6084                     joyou    4
    6085                    joyous    1
    6086                    joyrid    1
    6087                  joytosna    3
    6088                        jr    1
    6089                       jrm    1
    6090                      juan   17
    6091                     juana    1
    6092                    juarez    1
    6093                     jubil   13
    6094                      judd    4
    6095                      judg   63
    6096                 judgement    1
    6097                 judgeship    1
    6098                  judgment    9
    6099                      judi    3
    6100                    judici   24
    6101                 judiciari   12
    6102                    judith    4
    6103               juelusspeak    1
    6104                       jug    1
    6105                   juggler    1
    6106                     jugic    1
    6107                     jukic    1
    6108                       jul    1
    6109                      juli   60
    6110                     julio    4
    6111                     jumbl    2
    6112                      jump   17
    6113                    jumper    1
    6114                 jumpstart    1
    6115                  junction    1
    6116                      june   41
    6117                     jungl    1
    6118                    junior    9
    6119                      junk   10
    6120                     junta   22
    6121                 juntaback    6
    6122                jurenovich    3
    6123                    jurgua    1
    6124                      juri   12
    6125                 jurisdict    2
    6126                 jurisprud    1
    6127                    jurist    1
    6128                     juror    2
    6129                   juryrig    2
    6130                    justic  101
    6131                    justif    5
    6132                   justifi   12
    6133                    justin    7
    6134                kafelnikov   29
    6135                     kaffu    1
    6136                      kahn    4
    6137                 kalamazoo    2
    6138               kalashnikov    2
    6139                kalemegdan    1
    6140                    kalmen    1
    6141                    kaluga    1
    6142                   kamarau    1
    6143                   kamikaz    3
    6144                   kamisar    1
    6145                       kan    3
    6146                  kandahar    3
    6147                     kansa   14
    6148                   kansara    1
    6149                   karachi    3
    6150                  karadich    1
    6151              karadjordjev    1
    6152                    karadz    3
    6153                    karamo    1
    6154                     karat    1
    6155                     karen    1
    6156                     karim    1
    6157                     karin    2
    6158                   karisma    1
    6159                    karita    1
    6160                      karl    2
    6161                     karol    3
    6162                    karuth    1
    6163                   kashmir    2
    6164                    kasich    1
    6165                     kasra    1
    6166                  katarina    1
    6167                     kathi    1
    6168                    kathia    3
    6169                  kathleen    4
    6170                      kati    3
    6171                  katmandu    1
    6172                katzenbach    1
    6173                       kay    5
    6174                      kcep    3
    6175                   kearney    1
    6176                 keedysvil    1
    6177                      keel    7
    6178                    keeler    1
    6179                      keen    2
    6180                   keenwit    1
    6181                      keep  131
    6182                     keith   11
    6183                     kelli    2
    6184                     kemba    2
    6185                      kemp    4
    6186                       ken    7
    6187                    kendal    1
    6188                    kendel    1
    6189                    kenedi   19
    6190                   kennedi   22
    6191                   kenneth   22
    6192                     kenni    1
    6193                      kent    4
    6194                  kentucki    6
    6195                     kenya   39
    6196                    kenyan    2
    6197                     kenzo    3
    6198                      kept   62
    6199                      kera    1
    6200                  kerchief    1
    6201                    kerrey    1
    6202                     kerri    2
    6203                 keshubhai    4
    6204                     ketan    1
    6205                     kevin    6
    6206                       key   70
    6207                  keyboard    3
    6208                   keyston    2
    6209                       kft    1
    6210                       kgb    5
    6211                       kha    7
    6212                      khai    1
    6213                   khaldei    1
    6214                     khale    4
    6215                   khalifa    3
    6216                     khoan    1
    6217                    khobar    8
    6218                      khou    1
    6219                    khoutv    1
    6220                      kick   14
    6221                  kickback    6
    6222                       kid    9
    6223                    kidnap   31
    6224                   kidnapp    6
    6225                    kidney    6
    6226                    kiefer    4
    6227                     kieli    1
    6228                    kielli    1
    6229                      kill  431
    6230                    killer   21
    6231                   kilomet    3
    6232                       kim   20
    6233                       kin    2
    6234                      kind  115
    6235                     kinda    2
    6236                    kinder    1
    6237                      king   17
    6238                   kingdom    3
    6239                  kingsvil    1
    6240                   kinship    1
    6241                    kipper    1
    6242                      kirk   17
    6243                     kirti    1
    6244                      kiss    8
    6245                  kissimme    1
    6246                       kit   12
    6247                   kitchen   11
    6248                    kitkat    1
    6249                     kitti    2
    6250                      kktv    4
    6251                    kktvtv    1
    6252                  klebanov    9
    6253                  klempson    1
    6254                     kline    2
    6255                     klink    3
    6256                      kmov    5
    6257                     knack    2
    6258                      knee    2
    6259                     kneel    2
    6260                      knew   54
    6261                      knez    1
    6262                     knife    5
    6263                  knifeedg    1
    6264               knippschild    1
    6265                     knive    4
    6266                     knock   28
    6267                  knockout    1
    6268                      knot    1
    6269                      know  247
    6270                 knowingli    1
    6271                  knowledg   16
    6272                     known  142
    6273                   knoxvil    5
    6274                      kobe    1
    6275                      koch    1
    6276                      kofi   13
    6277                      kohl    2
    6278                     kohut    1
    6279                kokilabehn    1
    6280                     koler    3
    6281                koleskinov    1
    6282                kolesnikov   13
    6283                    kollek    1
    6284                  kolubara   17
    6285                kolubarska    1
    6286                 komasagua    1
    6287                    komers    2
    6288             komsomolskaya    1
    6289                     konan   12
    6290                      kone    3
    6291                      kong    1
    6292                  konsensu    1
    6293                     korac    4
    6294                     koran    2
    6295                     korea   11
    6296                    korean    8
    6297                 koreanmad    1
    6298                   korhogo    8
    6299                  kornblum    1
    6300                    korton    1
    6301                  koryerov    1
    6302                   kosovar    3
    6303                    kosovo   47
    6304            kosovoalbanian    1
    6305                   kosovor    1
    6306                  kosovska    1
    6307                kostinitca    1
    6308                  kostolac    1
    6309                 kostrolot    1
    6310                  kostroma    1
    6311                 kostunica  103
    6312                   kothari    1
    6313                   kouassi    1
    6314                kournikova   22
    6315                     kovac    1
    6316                   kovacev    4
    6317                kragujevac    2
    6318                  kraljevo    1
    6319                     krall    1
    6320                  krasnaya    1
    6321                kratochvil    2
    6322                    krauss    1
    6323                   kremlin    3
    6324                      krin    1
    6325                   krishna    1
    6326                   kristen    1
    6327                    kristi    1
    6328                  kristina    1
    6329                    krugel    2
    6330                   kubikov    1
    6331                    kucera    3
    6332                   kuchera    1
    6333                   kuerten   16
    6334                   kuerton    1
    6335                     kugel    1
    6336                   kuluada    1
    6337                  kumamoto    1
    6338                     kumbh    3
    6339               kumsomolitz    1
    6340                    kuntal    3
    6341                      kurd    1
    6342                 kuroyedov    5
    6343                     kursk   55
    6344                kursumlija    1
    6345                    kusatv    1
    6346                      kusi    1
    6347                     kutch    3
    6348                    kuwait   15
    6349                   kuwaiti    1
    6350                  kvashnin    1
    6351                       kyl    3
    6352                    kyushu    2
    6353                        la   28
    6354                       lab    8
    6355                     label    7
    6356                     labor   23
    6357                laboratori   12
    6358                    labori    1
    6359                      labu    1
    6360                       lac    1
    6361                      lace    3
    6362                     lacey    1
    6363                    lacina    1
    6364                      lack   46
    6365                    lackey    3
    6366                     lacki    1
    6367                    ladder    5
    6368                     laden   87
    6369               ladeninspir    1
    6370                      ladi   32
    6371                       lae    1
    6372                  lafayett    2
    6373                       lag    3
    6374                     lahat    1
    6375                     lahej    5
    6376                    lahiri    1
    6377                      laid   16
    6378                  laidback    1
    6379                   laidout    1
    6380                      lain    2
    6381                      lair    1
    6382                      lake    6
    6383                   lakeina    2
    6384                    lakiba    2
    6385                   lakshmi    3
    6386                       lal    1
    6387                       lam    4
    6388                      lamb    1
    6389                   lambast    1
    6390                   lambent    1
    6391                   lambert    2
    6392                  lameduck    2
    6393                    lament    3
    6394                    lamont    1
    6395                      lamp    2
    6396                       lan    2
    6397                   lancast    1
    6398                   lanchin    1
    6399                      land   53
    6400                  landlord    6
    6401                  landmark    6
    6402                   landmin    1
    6403                   landown    1
    6404                  landscap    3
    6405                  landslid   42
    6406                 landstuhl   21
    6407                      lane    3
    6408                      lang    1
    6409                   langdon    1
    6410                  langhorn    1
    6411                  langston    1
    6412                   languag   16
    6413                  languish    2
    6414                      lans    1
    6415                  lanviara    1
    6416                       lao    4
    6417                       lap    2
    6418                    lapdog    1
    6419                     lapel    3
    6420                  lapentti    1
    6421                      laps   16
    6422                laquawensa    1
    6423                       lar    3
    6424                      lara    5
    6425                      lard    1
    6426                      larg  113
    6427                    larger   31
    6428             largerthanlif    2
    6429                 largescal    3
    6430                   largess    1
    6431                   largest   78
    6432                     laron    1
    6433                     larri   34
    6434                    larson    3
    6435                     lasal    1
    6436                     laser    2
    6437                      lash    5
    6438                      last  503
    6439                   lastday    1
    6440            lastdayinoffic    1
    6441                 lastditch    3
    6442                 lastminut   10
    6443                     latch    2
    6444                      late  159
    6445                   latecom    2
    6446                 latenight    1
    6447                    latent    2
    6448                     later  193
    6449                    latest   60
    6450                    latham    3
    6451                   latifah    1
    6452                     latin   18
    6453                    latter    2
    6454                      laud    4
    6455                 lauderdal    2
    6456                     laugh    6
    6457                  laughter    2
    6458                    launch   51
    6459                   launder   23
    6460                   laundri    1
    6461                     laura    4
    6462                    lauran    1
    6463                   laurent   29
    6464                     lauri    1
    6465                lautenberg    6
    6466                     laver   11
    6467                    lavish    2
    6468                  lavishli    1
    6469                       law  118
    6470                   lawabid    1
    6471                 lawandord    1
    6472                 lawenforc    2
    6473                   lawless    6
    6474                    lawmak   41
    6475                      lawn    5
    6476                   lawrenc   10
    6477                   lawsuit    2
    6478                    lawton    3
    6479                    lawyer   72
    6480                       lax    7
    6481                    laxiti    2
    6482                    laxman    3
    6483                       lay   24
    6484                     layer    3
    6485                    layoff    2
    6486                     layov    3
    6487                 lazarevac    1
    6488                      lazi    1
    6489                    lazili    1
    6490                     lazio   15
    6491                      lazo    1
    6492                      lead  179
    6493                    leadem    1
    6494                    leader  300
    6495                leadership   34
    6496                     leagu    4
    6497                      leak   15
    6498                      lean    7
    6499                      leap    4
    6500                 leapahead    1
    6501                     learn   59
    6502                    learnt    2
    6503                      leas    1
    6504                     least  209
    6505                   leather    2
    6506                      leav  195
    6507               leavenworth    2
    6508               leaveorstay    3
    6509                   leavitt    1
    6510                   lebanes    3
    6511                   lebanon   12
    6512                    lectur    2
    6513                       led  118
    6514                       lee   13
    6515               leechinfest    4
    6516                 lefortovo   14
